No.;Gene name;Oncogene or Tumor Suppresson gene
;CD8A;#N/A
;PRF1;#N/A
;SLC9A3R2;#N/A
;FBL;#N/A
;FANCL;x
;GGA3;#N/A
;GNA15;#N/A
;SPATA13;#N/A
;SLC26A2;#N/A
;DGKG;#N/A
;UGT1A1;#N/A
;DGKB;#N/A
;EAF2;#N/A
;DGKI;#N/A
;ENTPD1;#N/A
;POLA1;#N/A
;DIAPH2;#N/A
;ARAP3;#N/A
;PARP4;#N/A
;ATP1A3;#N/A
;HTT;#N/A
;RAB5C;#N/A
;SLBP;#N/A
;VPS37A;#N/A
;ATP7A;#N/A
;SLC22A5;#N/A
;RNGTT;#N/A
;CYP24A1;#N/A
;ADRA1B;#N/A
;CCL17;#N/A
;LEMD3;#N/A
;MFN1;#N/A
;AKR1C1;#N/A
;PIKFYVE;#N/A
;SRSF7;#N/A
;RFWD3;#N/A
;NPLOC4;#N/A
;ARID4A;x
;GRAP;#N/A
;MAP3K4;#N/A
;ATP5F1A;#N/A
;CLP1;#N/A
;RPS2;#N/A
;APOB;#N/A
;WDR33;#N/A
;NMT2;#N/A
;PDHX;#N/A
;RPRD2;#N/A
;GOPC;#N/A
;CRHR1;#N/A
;YBX1;#N/A
;NDEL1;#N/A
;AFP;#N/A
;NAA25;#N/A
;S100A9;#N/A
;DLD;#N/A
;INTS11;#N/A
;DCTN1;#N/A
;PPP4R2;#N/A
;GPS1;#N/A
;DOCK7;#N/A
;LMO3;#N/A
;MAPK8IP3;#N/A
;CD27;#N/A
;INTS4;#N/A
;TMEM185A;#N/A
;KLRD1;#N/A
;BACH1;#N/A
;TAF8;#N/A
;INTS1;#N/A
;SCT;#N/A
;LARP7;#N/A
;HOOK2;#N/A
;CCDC43;#N/A
;POLD2;#N/A
;GTF3C2;#N/A
;MYH6;#N/A
;NUP205;#N/A
;INTS5;#N/A
;RNF166;#N/A
;TALDO1;#N/A
;SUPT6H;#N/A
;WDR45B;#N/A
;ICAM3;#N/A
;DNAJB1;#N/A
;MTMR14;#N/A
;INTS2;#N/A
;ECSIT;x
;IRAK2;#N/A
;AGGF1;x
;CRHR2;#N/A
;NOXA1;#N/A
;SLX1B;#N/A
;SARNP;#N/A
;NUP155;#N/A
;SRRT;#N/A
;PEX19;#N/A
;FBN1;#N/A
;TUBB6;#N/A
;DYNC1I2;#N/A
;DHX38;#N/A
;EMC2;#N/A
;NUP88;#N/A
;PTPRR;#N/A
;CDC14A;#N/A
;ATP6AP2;#N/A
;UPF3B;#N/A
;ADCYAP1;#N/A
;SET;x
;DYNC1LI1;#N/A
;RAB4B;#N/A
;DLAT;#N/A
;DDA1;#N/A
;UBA1;x
;SNCA;#N/A
;SPRY1;#N/A
;ATP5F1D;#N/A
;HTR6;#N/A
;SRSF3;#N/A
;MC4R;#N/A
;MLX;#N/A
;TOP2B;#N/A
;MC5R;#N/A
;WDR61;#N/A
;NUP54;#N/A
;INTS12;#N/A
;PTH;#N/A
;RPL8;#N/A
;SFTPC;#N/A
;HVCN1;#N/A
;PHAX;#N/A
;DRD5;#N/A
;ADD3;#N/A
;TRPC3;#N/A
;DFFA;#N/A
;MCAM;#N/A
;CYSLTR2;x
;MYH7;#N/A
;NSFL1C;#N/A
;AP3B1;#N/A
;SGTA;#N/A
;SH2B2;#N/A
;UGT1A10;#N/A
;PDK3;#N/A
;DHRS4;#N/A
;CD63;#N/A
;SAMD13;#N/A
;CNTROB;#N/A
;AKR1C4;#N/A
;PHKB;#N/A
;ELL2;x
;CD7;#N/A
;CALCA;#N/A
;ZC3HC1;#N/A
;NDUFB10;#N/A
;PLTP;#N/A
;KLC4;#N/A
;MTR;#N/A
;WDR59;#N/A
;MTNR1B;#N/A
;POLRMT;#N/A
;RTF1;#N/A
;LATS1;x
;GPHB5;#N/A
;SRSF11;#N/A
;DEPDC5;#N/A
;TNS3;#N/A
;FAM114A2;#N/A
;TMEM25;#N/A
;HTR4;#N/A
;UQCR10;#N/A
;LTF;#N/A
;ANKFY1;#N/A
;PTGIR;#N/A
;TRPM7;#N/A
;MPDU1;#N/A
;POLDIP3;#N/A
;HAND1;#N/A
;SEC31A;#N/A
;NDUFS5;#N/A
;MYLIP;#N/A
;PIP5KL1;#N/A
;HOOK3;#N/A
;SH2B1;#N/A
;TRAK2;#N/A
;ZNRF3;x
;PAPOLA;#N/A
;LSM10;#N/A
;HOMER1;#N/A
;NUP188;#N/A
;TNFRSF13C;#N/A
;CYC1;#N/A
;FAT3;#N/A
;PTPRB;#N/A
;INTS10;#N/A
;MMP10;#N/A
;EXOC2;#N/A
;UBTF;x
;RPL31;#N/A
;SSU72;#N/A
;PDYN;#N/A
;PDK2;#N/A
;CYSLTR1;#N/A
;TMPO;#N/A
;SNAPC3;#N/A
;ZC3HAV1;#N/A
;SRSF6;#N/A
;PCF11;#N/A
;CDC42EP2;#N/A
;POM121C;#N/A
;SIPA1L2;#N/A
;CAMKK1;#N/A
;RPL6;#N/A
;VAPA;#N/A
;HAUS2;#N/A
;MAPK4;#N/A
;INTS9;#N/A
;SCTR;#N/A
;AVPR1B;#N/A
;NT5E;#N/A
;IWS1;#N/A
;PTH2R;#N/A
;CPT1A;#N/A
;NDC1;#N/A
;SNAPC5;#N/A
;NDUFA12;#N/A
;QKI;x
;DDX19B;#N/A
;ARIH1;#N/A
;NABP1;#N/A
;RPRD1A;#N/A
;PPFIBP1;#N/A
;ZC3H8;#N/A
;EEPD1;#N/A
;ETV4;x
;RPS19;#N/A
;CEACAM21;#N/A
;KIAA1549;#N/A
;TNS4;#N/A
;PTPRC;#N/A
;BCAS2;#N/A
;SELP;#N/A
;PAPSS1;#N/A
;IL32;#N/A
;MT-ND1;#N/A
;IL23R;#N/A
;KLHL12;#N/A
;SRSF5;#N/A
;ATP2A2;#N/A
;WIPF3;#N/A
;SLU7;#N/A
;COL11A2;#N/A
;TSR3;#N/A
;ZNF143;#N/A
;CRMP1;#N/A
;ALG8;#N/A
;LIPE;#N/A
;ETV5;x
;LMO7;#N/A
;CTTN;#N/A
;RSAD2;#N/A
;SRSF4;#N/A
;RAMP1;#N/A
;TAB3;#N/A
;ADCYAP1R1;#N/A
;LBP;#N/A
;RDH13;#N/A
;MYO9B;#N/A
;NOXO1;#N/A
;CBR1;#N/A
;RBPMS;#N/A
;SMN1;#N/A
;RNF213;#N/A
;TEX264;#N/A
;SS18;x
;OASL;#N/A
;BSG;#N/A
;CDC14B;#N/A
;CUL4A;x
;RPL37A;#N/A
;PDK4;#N/A
;VPS4A;#N/A
;RPL13;#N/A
;GPR84;#N/A
;PRPF40A;#N/A
;CDC42EP5;#N/A
;FABP5;#N/A
;PLEKHO2;#N/A
;ZEB2;#N/A
;ADH1C;#N/A
;BRF2;#N/A
;RRBP1;#N/A
;PHF10;#N/A
;AGK;#N/A
;CAND1;#N/A
;APOC1;#N/A
;ANAPC13;#N/A
;RNMT;#N/A
;KRT15;#N/A
;MC2R;#N/A
;XPA;x
;DACT1;#N/A
;ATP5PB;#N/A
;PYGM;#N/A
;PTGDR;#N/A
;MBD2;#N/A
;SLC33A1;#N/A
;ALDH8A1;#N/A
;FAM131B;#N/A
;RDH11;#N/A
;RDH14;#N/A
;CARS1;#N/A
;CETP;#N/A
;NIPSNAP2;#N/A
;TENT4A;#N/A
;LUZP4;#N/A
;PHKA1;#N/A
;IGKV4-1;#N/A
;NDE1;#N/A
;KIF2A;#N/A
;ATP5F1B;#N/A
;EPSTI1;#N/A
;RAB1A;#N/A
;NEMF;#N/A
;CENPT;#N/A
;CACNG2;#N/A
;COL14A1;#N/A
;PAWR;#N/A
;KRT10;#N/A
;HOXC8;#N/A
;PHKA2;#N/A
;PDLIM7;#N/A
;MAGEA6;#N/A
;L2HGDH;#N/A
;TLR10;#N/A
;RCHY1;#N/A
;CENPQ;#N/A
;RPS16;#N/A
;LILRA3;#N/A
;LIN52;#N/A
;DAG1;#N/A
;CLASP2;#N/A
;MTCP1;#N/A
;SRP54;#N/A
;RAB11B;#N/A
;SPTLC1;#N/A
;UCN3;#N/A
;ATP5PO;#N/A
;KRT31;#N/A
;MCM3;#N/A
;TCL1B;x
;STRAP;#N/A
;GZMB;#N/A
;DPM1;#N/A
;SYT1;#N/A
;NDN;#N/A
;SIAH1;#N/A
;POLR3C;#N/A
;RPS29;#N/A
;CFL2;#N/A
;NPRL3;#N/A
;KLK15;#N/A
;CHKB;#N/A
;ITSN1;#N/A
;EFEMP2;#N/A
;AMBRA1;#N/A
;RECK;#N/A
;DAZAP1;#N/A
;FBXO11;x
;TXNIP;#N/A
;UBA5;#N/A
;SSH3;#N/A
;NDUFB11;#N/A
;CAMK1D;#N/A
;RFX1;#N/A
;DIABLO;#N/A
;CTSS;#N/A
;CISH;#N/A
;NDUFS4;#N/A
;ZRANB1;#N/A
;TPM1;#N/A
;TMSB4Y;#N/A
;STX5;#N/A
;MYO6;#N/A
;MAP4K2;#N/A
;ZFPM2;#N/A
;CD5;#N/A
;ARHGAP15;#N/A
;CUL4B;#N/A
;DERL1;#N/A
;DCLRE1B;#N/A
;PPOX;#N/A
;FBXW5;#N/A
;OPRL1;#N/A
;CBLN3;#N/A
;SIKE1;#N/A
;TBC1D4;#N/A
;PRIM1;#N/A
;SF3B1;x
;SRRM2;#N/A
;CHMP6;#N/A
;FGL1;#N/A
;ONECUT1;#N/A
;MATN1;#N/A
;ATP5PD;#N/A
;KTN1;#N/A
;LATS2;x
;KPNA6;#N/A
;ATP2A3;#N/A
;RIN1;#N/A
;KRT38;#N/A
;KHK;#N/A
;UQCRB;#N/A
;C2orf68;#N/A
;ZSCAN20;#N/A
;RPL3;#N/A
;NPRL2;#N/A
;USP4;#N/A
;PDZD3;#N/A
;ATP2A1;#N/A
;ATG2B;#N/A
;FOXI2;#N/A
;IRF2BP1;#N/A
;ERO1A;#N/A
;EXOC7;#N/A
;FOSL2;#N/A
;APOA4;#N/A
;RNF7;#N/A
;MYBBP1A;#N/A
;ATP5F1C;#N/A
;RPL27A;#N/A
;SKA1;#N/A
;KRIT1;#N/A
;UBP1;#N/A
;APOBEC3G;#N/A
;ST6GALNAC3;#N/A
;COL25A1;#N/A
;DSG1;#N/A
;DSP;#N/A
;SETD7;#N/A
;RPS10;#N/A
;PHF21A;#N/A
;NFYB;#N/A
;HTR1B;#N/A
;HIPK4;#N/A
;POLE3;#N/A
;LILRB4;#N/A
;TBXA2R;#N/A
;WIPI1;#N/A
;KIR3DS1;#N/A
;ATP5MC1;#N/A
;MIS12;#N/A
;IDE;#N/A
;SH3GLB1;#N/A
;SLC9A9;#N/A
;USP49;#N/A
;NOTUM;#N/A
;RPSA;#N/A
;GFOD1;#N/A
;PNN;#N/A
;UQCRC1;#N/A
;TTF1;#N/A
;UTS2B;#N/A
;UBE4A;#N/A
;GOLGA2;#N/A
;SNAP25;#N/A
;SPC25;#N/A
;CRTC3;#N/A
;AMOTL2;#N/A
;RAD52;#N/A
;PARVA;#N/A
;SLAMF6;#N/A
;HTRA2;#N/A
;SFTPA1;#N/A
;TJAP1;#N/A
;FBXO25;#N/A
;ALOX5;#N/A
;FSCN1;#N/A
;NDUFB5;#N/A
;MT-ND2;#N/A
;CALCOCO2;#N/A
;ENDOG;#N/A
;GTF2H2C_2;#N/A
;PTOV1;#N/A
;HNRNPC;#N/A
;PRPF31;#N/A
;PPP1R3A;#N/A
;FHL3;#N/A
;ENO3;#N/A
;RANBP3;#N/A
;CHMP2A;#N/A
;SGPP1;#N/A
;SGPL1;#N/A
;MTF2;#N/A
;CACNB3;#N/A
;UHRF2;#N/A
;EEF1A1;#N/A
;OIP5;#N/A
;CDC34;#N/A
;RCAN2;#N/A
;VPS26A;#N/A
;AP1B1;#N/A
;LLGL1;#N/A
;HTR2C;#N/A
;MME;#N/A
;MT-ND4;#N/A
;KLC3;#N/A
;LYPD3;#N/A
;PPBP;#N/A
;PYGL;#N/A
;TRAF3IP2;#N/A
;ATP5PF;#N/A
;BTNL8;#N/A
;TRIP12;#N/A
;ATG10;#N/A
;PYGO1;#N/A
;CAMK1;#N/A
;PYGB;#N/A
;BST2;#N/A
;SLC22A1;#N/A
;MT-CYB;#N/A
;SMCR8;#N/A
;KRT2;#N/A
;CXCR5;#N/A
;SCAF11;#N/A
;INHBE;#N/A
;WDR41;#N/A
;PGAM2;#N/A
;FNIP2;#N/A
;CERS6;#N/A
;KRT34;#N/A
;FBP1;#N/A
;CEBPE;#N/A
;DNAJC14;#N/A
;MTMR3;#N/A
;PYGO2;#N/A
;CRTC1;#N/A
;RAPGEF6;#N/A
;ACTR3B;#N/A
;NDUFS1;#N/A
;RFC1;#N/A
;USP32;#N/A
;PCGF3;#N/A
;UQCRH;#N/A
;RAB8B;#N/A
;SH2D1A;x
;SH3RF1;#N/A
;ELF3;x
;NDUFB9;#N/A
;ARHGEF2;#N/A
;NDUFV2;#N/A
;USP15;#N/A
;HOXB1;#N/A
;BCOR;x
;NDUFS8;#N/A
;TCP1;#N/A
;NDUFA10;#N/A
;CD2BP2;#N/A
;PFKFB2;#N/A
;POGZ;#N/A
;IER2;#N/A
;NDUFA6;#N/A
;POLR1A;#N/A
;STARD7;#N/A
;PTF1A;#N/A
;USP37;#N/A
;PARP3;#N/A
;RAB33B;#N/A
;HCN2;#N/A
;MT-ND3;#N/A
;FAM149B1;#N/A
;MT-ATP8;#N/A
;PARVB;#N/A
;RNF5;#N/A
;ATG2A;#N/A
;IRF8;x
;LTBP4;#N/A
;MICA;#N/A
;DFFB;#N/A
;EYA2;#N/A
;HCN1;#N/A
;RPS14;#N/A
;SAP18;#N/A
;OCRL;#N/A
;KCNQ1;#N/A
;RPS6KA4;x
;TGM2;#N/A
;MT-ND5;#N/A
;CLDN2;#N/A
;KCNQ5;#N/A
;CYP2E1;#N/A
;TRPV4;#N/A
;STRN3;#N/A
;ATXN2L;#N/A
;AGAP2;#N/A
;CLTB;#N/A
;FERMT3;#N/A
;IL16;#N/A
;AMOT;#N/A
;RBMX;#N/A
;MYF5;#N/A
;TNFAIP8L2;#N/A
;PRKCSH;#N/A
;ATP7B;#N/A
;PDCD6IP;#N/A
;PTPRF;#N/A
;CABIN1;#N/A
;CLEC4M;#N/A
;TWIST2;#N/A
;ATG4A;#N/A
;CIR1;#N/A
;POLR1C;#N/A
;KCNQ3;#N/A
;ZW10;#N/A
;CTSC;#N/A
;SIPA1L1;#N/A
;IFIT1B;#N/A
;PRR5L;#N/A
;CTSO;#N/A
;KIF5C;#N/A
;PKLR;#N/A
;SGMS2;#N/A
;NDUFV3;#N/A
;DEGS1;#N/A
;CCR10;#N/A
;UQCRQ;#N/A
;LAMP1;#N/A
;CCT8;#N/A
;SLC44A1;#N/A
;HRK;#N/A
;PPIF;#N/A
;RAB5B;#N/A
;ARHGAP17;#N/A
;NDUFB4;#N/A
;DOCK8;#N/A
;CHCHD4;#N/A
;KCNQ2;#N/A
;UQCRC2;#N/A
;AP1S2;#N/A
;UQCRFS1;#N/A
;DSG2;#N/A
;BATF3;#N/A
;SCARB1;#N/A
;ACD;#N/A
;KATNAL1;#N/A
;NGDN;#N/A
;ENO2;#N/A
;NFX1;#N/A
;HEG1;#N/A
;WIPI2;#N/A
;UGT1A9;#N/A
;CACNG3;#N/A
;AP1M1;#N/A
;CCT4;#N/A
;ASAH1;#N/A
;KRT35;#N/A
;RUBCN;#N/A
;KRT9;#N/A
;LTBP1;#N/A
;GOLGA3;#N/A
;TFCP2;#N/A
;RPL30;#N/A
;ATG9A;#N/A
;INPP5A;#N/A
;RBP1;#N/A
;PLN;#N/A
;CACNB4;#N/A
;RSBN1;#N/A
;ARHGAP26;x
;SEPTIN1;#N/A
;FBXO32;#N/A
;RPS13;#N/A
;COX7A2;#N/A
;CCDC22;#N/A
;ALOX5AP;#N/A
;ATP5MC2;#N/A
;THBD;#N/A
;MBIP;#N/A
;TRPC7;#N/A
;PPP1R3D;#N/A
;OTX1;#N/A
;NDUFC2;#N/A
;PRPF4;#N/A
;MED19;#N/A
;MLLT10;x
;TUBG2;#N/A
;TUBGCP3;#N/A
;BCKDK;#N/A
;GTF3C4;#N/A
;GGA1;#N/A
;ST14;#N/A
;CENPC;#N/A
;MED13L;#N/A
;COPS4;#N/A
;PCYT1B;#N/A
;CHPT1;#N/A
;DMD;#N/A
;DPM3;#N/A
;P2RY8;x
;PGAM1;#N/A
;DCLRE1C;#N/A
;CACNA2D1;#N/A
;PPP1R3F;#N/A
;DDI1;#N/A
;HCN3;#N/A
;RBCK1;#N/A
;RPS4Y1;#N/A
;BANF1;#N/A
;SSH2;#N/A
;PER2;#N/A
;UGT1A7;#N/A
;RNF31;#N/A
;CD2;#N/A
;MDM1;#N/A
;PLA2G12B;#N/A
;ARID4B;x
;TMSB4X;#N/A
;ACTR5;#N/A
;ALDOC;#N/A
;CLDN10;#N/A
;KRT16;#N/A
;CLPB;#N/A
;HOMER2;#N/A
;KRT13;#N/A
;ACACB;#N/A
;SLC26A6;#N/A
;PGAM4;#N/A
;HSPB2;#N/A
;ZFP36L2;x
;COX4I2;#N/A
;LILRA1;#N/A
;CACNA2D2;#N/A
;RPL36;#N/A
;DDX54;#N/A
;RPL18A;#N/A
;CCNG2;#N/A
;ATG4C;#N/A
;KRT33B;#N/A
;ITGAD;#N/A
;NDUFAB1;#N/A
;MCU;#N/A
;GIT2;#N/A
;UBE4B;#N/A
;SSH1;#N/A
;CD58;x
;RNASEL;#N/A
;FDPS;#N/A
;HES6;#N/A
;PRAP1;#N/A
;MT-ND6;#N/A
;ADD1;#N/A
;PDCD2;#N/A
;EIF1B;#N/A
;TDG;#N/A
;NDUFA3;#N/A
;SPTLC2;#N/A
;KCNN4;#N/A
;GTF2A1L;#N/A
;GPR37;#N/A
;PPP1R3B;#N/A
;CASK;#N/A
;CAMK1G;#N/A
;EEF2;#N/A
;UBXN1;#N/A
;MAP4K3;#N/A
;F11;#N/A
;CACNG4;#N/A
;LAMP2;#N/A
;SOCS7;#N/A
;CLDN7;#N/A
;RPS20;#N/A
;GP9;#N/A
;NDUFB3;#N/A
;BTN2A1;#N/A
;NSL1;#N/A
;CTSZ;#N/A
;NDUFB1;#N/A
;MARCKS;#N/A
;KRT20;#N/A
;MRPS18B;#N/A
;RNF168;#N/A
;SOCS5;#N/A
;SLC31A1;#N/A
;KRT36;#N/A
;MOB1A;#N/A
;AKR1A1;#N/A
;VMP1;#N/A
;RPL23A;#N/A
;DDOST;#N/A
;NEUROG1;#N/A
;NDUFB6;#N/A
;FBP2;#N/A
;LY9;#N/A
;CTSF;#N/A
;PPP1R3E;#N/A
;CERS5;#N/A
;CLDN6;#N/A
;CLDN4;#N/A
;CLDN8;#N/A
;RBM24;#N/A
;BATF2;#N/A
;TYMP;#N/A
;TBC1D32;#N/A
;CD163;#N/A
;SUDS3;#N/A
;PLCZ1;#N/A
;MED12L;#N/A
;LPIN1;#N/A
;ATP5F1E;#N/A
;PFKFB3;#N/A
;KRT33A;#N/A
;CDH17;#N/A
;UPK3A;#N/A
;DIO2;#N/A
;HESX1;#N/A
;TRIM71;#N/A
;CYP2C9;#N/A
;DAZAP2;#N/A
;EIF4EBP2;#N/A
;KCNAB2;#N/A
;PRDM4;#N/A
;CYP2C8;#N/A
;FAM78A;#N/A
;SLC16A2;#N/A
;AKNA;#N/A
;RHOJ;#N/A
;SLC22A4;#N/A
;ELF5;#N/A
;CLDN11;#N/A
;LPIN2;#N/A
;WWC1;#N/A
;SDHD;x
;CACNA1E;#N/A
;PCYT1A;#N/A
;NDUFA1;#N/A
;RNF152;#N/A
;SLC44A2;#N/A
;OMG;#N/A
;PLA2G12A;#N/A
;RHOD;#N/A
;TAS2R41;#N/A
;KIF3A;#N/A
;SETD2;x
;RPS15;x
;RPS18;#N/A
;ZNF219;#N/A
;RPL35A;#N/A
;BTD;#N/A
;LGR4;#N/A
;CD48;#N/A
;RPL7;#N/A
;ANKLE2;#N/A
;ICAM2;#N/A
;FSTL3;#N/A
;AEBP2;#N/A
;POLR3E;#N/A
;MMUT;#N/A
;CNTN2;#N/A
;CFP;#N/A
;POMT1;#N/A
;GUSB;#N/A
;NUMB;#N/A
;ERAL1;#N/A
;UBE2V2;#N/A
;HSPH1;#N/A
;HMOX2;#N/A
;EYA4;#N/A
;PSIP1;#N/A
;NMU;#N/A
;TRPV1;#N/A
;MYO5A;x
;TOR1AIP1;#N/A
;GPKOW;#N/A
;MYL6;#N/A
;MORF4L1;#N/A
;SRCAP;#N/A
;MEFV;#N/A
;DAD1;#N/A
;RPLP2;#N/A
;RPL18;#N/A
;MOB1B;#N/A
;OR8D2;#N/A
;TSPAN3;#N/A
;IFT20;#N/A
;CCL27;#N/A
;CCP110;#N/A
;RPL21;#N/A
;RPS11;#N/A
;TAS1R1;#N/A
;TAF1D;#N/A
;RPL28;#N/A
;ABCD3;#N/A
;AKAP12;#N/A
;SIVA1;#N/A
;TULP3;#N/A
;ERCC4;x
;GP1BB;#N/A
;RGS20;#N/A
;TAF1B;#N/A
;RPS23;#N/A
;MRPL4;#N/A
;OTUD5;#N/A
;CAPZB;#N/A
;LIN7B;#N/A
;BCL7C;#N/A
;MRPL18;#N/A
;HAP1;#N/A
;ZNF397;#N/A
;CEBPD;#N/A
;SNAP23;#N/A
;RPL34;#N/A
;C18orf25;#N/A
;RPLP0;#N/A
;MYO1F;#N/A
;FAU;#N/A
;RPS28;#N/A
;CSPG4;#N/A
;NID1;#N/A
;CDC42BPA;#N/A
;BICC1;#N/A
;ZNF7;#N/A
;RALGAPA1;#N/A
;MTX1;#N/A
;PANX3;#N/A
;NMBR;#N/A
;COPS7A;#N/A
;LTN1;#N/A
;CAPNS2;#N/A
;DRD3;#N/A
;SNRPD2;#N/A
;BCAN;#N/A
;CCR2;#N/A
;IFT122;#N/A
;TNFAIP1;#N/A
;PRELP;#N/A
;BCL6B;#N/A
;ATXN7;x
;RPL7A;#N/A
;CHMP5;#N/A
;HOXB5;#N/A
;TBC1D17;#N/A
;DGCR8;#N/A
;NUDCD3;#N/A
;HOXD13;#N/A
;RNF19B;#N/A
;RPS26;#N/A
;ITSN2;#N/A
;KATNA1;#N/A
;RPL35;#N/A
;VAMP3;#N/A
;ZNF766;#N/A
;CD180;#N/A
;GCKR;#N/A
;CXCR1;#N/A
;NDFIP1;#N/A
;OPRK1;#N/A
;S100A1;#N/A
;JMJD8;#N/A
;SLC30A6;#N/A
;RPL4;#N/A
;AGTR2;#N/A
;YIF1A;#N/A
;GANAB;#N/A
;GTF3C5;#N/A
;NISCH;#N/A
;ERCC6;#N/A
;POLL;#N/A
;RPS5;#N/A
;POLE2;#N/A
;STK38;#N/A
;SLC16A1;#N/A
;COPB1;#N/A
;SLA;#N/A
;PLEK;#N/A
;PKP4;#N/A
;RPS25;#N/A
;FST;#N/A
;PATJ;#N/A
;FCGR2A;#N/A
;SPATA2L;#N/A
;RGS18;#N/A
;RPS24;#N/A
;NEU2;#N/A
;NECAB2;#N/A
;CCNL2;#N/A
;MKS1;#N/A
;RPIA;#N/A
;SAMM50;#N/A
;DHX9;#N/A
;KRTAP26-1;#N/A
;RHOBTB3;#N/A
;RHOB;#N/A
;NUDC;#N/A
;CDC42EP4;#N/A
;NTSR1;#N/A
;EPM2A;#N/A
;GPHN;#N/A
;SLC6A3;#N/A
;FNBP1;#N/A
;PTAFR;#N/A
;KLK2;#N/A
;CBLL1;#N/A
;KRTAP10-3;#N/A
;DNAJC3;#N/A
;CEP97;#N/A
;STRN4;#N/A
;FMOD;#N/A
;PARP16;#N/A
;POLR1E;#N/A
;RPS12;#N/A
;RPL37;#N/A
;PLIN3;#N/A
;MLNR;#N/A
;DRD4;#N/A
;HUWE1;#N/A
;SLC4A7;#N/A
;ACAN;#N/A
;CAST;#N/A
;RTEL1;x
;COMT;#N/A
;POLR3B;#N/A
;SLMAP;#N/A
;ALDH2;x
;SDC3;#N/A
;DNMBP;#N/A
;GTF3A;#N/A
;LCE3C;#N/A
;TAS2R7;#N/A
;RHOC;#N/A
;DCAF7;#N/A
;BTLA;#N/A
;UNC93B1;#N/A
;CRBN;x
;RPL9;#N/A
;CBY1;#N/A
;PLXNA1;#N/A
;GRK6;#N/A
;COL7A1;#N/A
;TWF1;#N/A
;RRP8;#N/A
;MLC1;#N/A
;PDE6G;#N/A
;TIMM13;#N/A
;RPL24;#N/A
;ARHGAP32;#N/A
;CTNNBIP1;#N/A
;WTAP;#N/A
;MYO9A;#N/A
;DCTN2;#N/A
;LMAN1;#N/A
;STBD1;#N/A
;BDP1;#N/A
;RHPN2;#N/A
;GALNT1;#N/A
;WLS;#N/A
;TMOD3;#N/A
;TAFAZZIN;#N/A
;MTMR1;#N/A
;RPL29;#N/A
;USP1;x
;RPL32;#N/A
;UHRF1BP1L;#N/A
;ARHGAP1;#N/A
;CHN1;#N/A
;ARHGEF5;#N/A
;CHMP2B;#N/A
;VAMP2;#N/A
;RPL26;#N/A
;DNAJB5;#N/A
;H2AC15;#N/A
;PDZK1;#N/A
;PAFAH1B2;#N/A
;POMT2;#N/A
;AHCTF1;#N/A
;OBSCN;#N/A
;DOCK6;#N/A
;MYH2;#N/A
;PCSK1;#N/A
;POLR1B;#N/A
;SRGAP3;#N/A
;BRF1;#N/A
;SIT1;#N/A
;PLEKHG4;#N/A
;RND3;#N/A
;ARMC8;#N/A
;RPS19BP1;#N/A
;ARHGEF10;#N/A
;IFT172;#N/A
;CHMP1A;#N/A
;VPS37B;#N/A
;PHF1;#N/A
;TAF1C;#N/A
;DDX21;#N/A
;PSG11;#N/A
;GPR52;#N/A
;AP1S3;#N/A
;ADAMTS13;#N/A
;IDS;#N/A
;PRG2;#N/A
;PCDH7;#N/A
;C5;#N/A
;CXCL13;#N/A
;FMNL3;#N/A
;B4GALT1;#N/A
;NCAN;#N/A
;DTX1;x
;KCTD3;#N/A
;ZNF639;#N/A
;SLC20A2;#N/A
;NIT1;#N/A
;VTA1;#N/A
;NLRC3;#N/A
;AIMP1;#N/A
;TAC1;#N/A
;RPL36A;#N/A
;TAX1BP3;#N/A
;DNAJB4;#N/A
;GBE1;#N/A
;NIFK;#N/A
;ZNF512B;#N/A
;USP20;#N/A
;MLF2;#N/A
;WDR19;#N/A
;LYPD6;#N/A
;RPL27;#N/A
;ZMYM4;#N/A
;EMSY;x
;TRIM32;#N/A
;ZNF414;#N/A
;NPBWR1;#N/A
;IGHG1;#N/A
;SDHAF2;x
;SLC6A5;#N/A
;AMOTL1;#N/A
;SLC4A1;#N/A
;RTN4R;#N/A
;CTSA;#N/A
;TRA2A;#N/A
;FANCE;x
;MPP7;#N/A
;ATP12A;#N/A
;CDK17;#N/A
;CCKAR;#N/A
;HIRA;x
;TBC1D25;#N/A
;CTSG;#N/A
;ABHD12;#N/A
;POLR3F;#N/A
;GRM2;#N/A
;PHF19;x
;CEBPG;#N/A
;RPS17;#N/A
;SV2B;#N/A
;PCP2;#N/A
;GPC4;#N/A
;MCRS1;#N/A
;RGS16;#N/A
;MRPL50;#N/A
;MAEA;#N/A
;ARHGAP10;#N/A
;DOCK5;#N/A
;RHO;#N/A
;DAGLB;#N/A
;RPS21;#N/A
;RPL13A;#N/A
;NHS;#N/A
;EPB41L3;#N/A
;POLR3A;#N/A
;RCC2;#N/A
;RPL38;#N/A
;IGHG4;#N/A
;VPS25;#N/A
;AURKAIP1;#N/A
;HEATR6;#N/A
;PC;#N/A
;PRLHR;#N/A
;OXTR;#N/A
;DBT;#N/A
;SLC12A6;#N/A
;RFPL4B;#N/A
;UCN;#N/A
;TAS1R3;#N/A
;USP10;#N/A
;SENP1;#N/A
;BIN3;#N/A
;EDEM2;#N/A
;RPL22;#N/A
;RPL39;#N/A
;TAF1A;#N/A
;SCFD1;#N/A
;NEU1;#N/A
;GGCX;#N/A
;NOL11;#N/A
